id,creditability,account_balance,duration_of_credit_month,payment_status_of_previous_credit,purpose,credit_amount,value_savings_stocks,length_of_current_employment,instalment_per_cent,sex_marital_status,guarantors,duration_in_current_address,most_valuable_available_asset,age_years,concurrent_credits,type_of_apartment,no_of_credits_at_this_bank,occupation,no_of_dependents,telephone,foreign_worker,new_column,model_version
7905,1,4,24,3,0,2032,1,5,4,3,1,4,4,60,3,3,2,3,0,1,0,True,28
3356,1,2,15,4,3,1537,5,5,4,3,3,4,1,50,3,2,2,3,0,1,0,True,28
5760,0,2,30,4,0,5234,1,1,4,4,1,2,3,28,3,2,2,4,0,1,0,True,28
9439,1,3,24,4,3,3148,5,3,3,3,1,2,3,31,3,2,2,3,0,1,0,True,28
5059,1,4,6,4,0,362,2,3,4,2,1,4,3,52,3,2,2,2,0,1,0,True,28
1695,1,4,24,4,2,5150,1,5,4,3,1,4,3,33,3,2,1,3,0,1,0,True,28
2020,0,2,24,4,3,1216,2,2,4,3,1,4,4,38,1,2,2,3,1,1,0,True,28
419,0,2,36,2,0,12389,5,3,1,3,1,4,4,37,1,3,1,3,0,1,0,True,28
7885,0,1,15,0,0,950,1,5,4,3,1,3,3,33,3,1,2,3,1,1,0,True,28
2570,1,2,24,3,3,6403,1,2,1,3,1,2,3,33,3,2,1,3,0,1,0,True,28
7518,1,2,18,2,9,1941,4,3,4,3,1,2,2,35,3,2,1,2,0,1,0,True,28
7590,1,1,6,4,0,1361,1,2,2,3,1,4,1,40,3,2,1,2,1,1,1,True,28
8302,1,4,24,4,2,2028,1,4,2,3,1,2,2,30,3,2,2,2,0,1,0,True,28
3836,1,3,6,4,0,1299,1,3,1,3,1,1,1,74,3,2,3,1,1,1,1,True,28
7423,1,4,15,2,3,1213,3,5,4,3,1,3,2,47,2,2,1,3,0,1,0,True,28
2780,1,1,30,4,1,10623,1,5,3,3,1,4,4,38,3,3,3,4,1,1,0,True,28
9281,1,2,12,2,2,3017,1,2,3,2,1,1,1,34,3,1,1,4,0,1,0,True,28
8235,1,4,6,2,3,1346,2,5,2,3,1,4,4,42,1,3,1,3,1,1,0,True,28
7361,1,2,18,2,3,1301,1,5,4,4,3,2,1,32,3,2,1,2,0,1,0,True,28
2000,1,4,48,4,3,3578,5,5,4,3,1,1,1,47,3,2,1,3,0,1,0,True,28
5357,1,4,12,4,0,682,2,4,4,2,1,3,3,51,3,2,2,3,0,1,0,True,28
1192,1,4,18,2,2,1984,1,3,4,3,1,4,4,47,1,3,2,3,0,1,0,True,28
6528,1,3,12,3,0,2247,1,3,2,2,1,2,3,36,2,2,2,3,0,1,0,True,28
5507,1,2,48,2,3,3979,5,4,4,3,1,1,3,41,3,2,2,3,1,1,0,True,28
9022,1,1,12,4,1,1526,1,5,4,3,1,4,4,66,3,3,2,4,0,1,0,True,28
5482,1,4,10,2,3,1924,1,3,1,3,1,4,2,38,3,2,1,3,0,1,1,True,28
2038,1,1,6,4,0,666,4,4,3,2,1,4,1,39,3,2,2,2,0,1,0,True,28
5073,1,2,24,2,3,1967,1,5,4,2,1,4,3,20,3,2,1,3,0,1,0,True,28
7047,1,2,9,2,0,3195,5,3,1,2,1,2,1,33,3,2,1,2,0,1,0,True,28
5333,0,1,27,0,9,5293,1,1,2,3,1,4,2,50,3,2,2,3,0,1,0,True,28
3407,1,3,12,2,0,1330,1,2,4,3,1,1,1,26,3,2,1,3,0,1,0,True,28
7062,0,4,30,1,1,7485,5,1,4,2,1,1,1,53,1,2,1,4,0,1,0,True,28
9247,0,1,48,2,3,6999,1,4,1,4,3,1,1,34,3,2,2,3,0,1,0,True,28
912,1,3,10,4,3,1347,5,4,4,3,1,2,2,27,3,2,2,3,0,1,0,True,28
3222,1,1,6,2,2,1374,1,3,1,3,1,2,1,36,1,2,1,2,0,1,0,True,28
8924,1,4,18,2,3,1505,1,3,4,3,1,2,4,32,3,3,1,4,0,1,0,True,28
5199,0,2,36,0,9,1953,1,5,4,3,1,4,4,61,3,3,1,4,0,1,0,True,28
8190,1,4,24,2,0,7393,1,3,1,3,1,4,2,43,3,2,1,2,1,1,0,True,28
3794,1,1,21,4,0,571,1,5,4,3,1,4,1,65,3,2,2,3,0,1,0,True,28
7762,1,1,14,2,0,3973,1,1,1,3,1,4,4,22,3,3,1,3,0,1,0,True,28
3198,0,1,48,2,3,6758,1,3,3,2,1,2,3,31,3,2,1,3,0,1,0,True,28
8799,0,3,36,2,3,4210,1,3,4,3,1,2,3,26,3,2,1,3,0,1,0,True,28
5483,0,1,36,2,2,5179,1,4,4,3,1,2,2,29,3,2,1,3,0,1,0,True,28
8811,1,2,9,4,2,1919,1,4,4,3,1,3,3,35,3,1,1,3,0,1,0,True,28
2891,1,4,12,2,1,1413,4,4,3,3,1,2,2,55,3,2,1,3,0,1,1,True,28
3052,1,4,12,4,2,1402,3,4,3,2,1,4,3,37,3,1,1,3,0,1,0,True,28
7849,1,4,24,4,10,6314,1,1,4,3,2,2,4,27,1,2,2,4,0,1,0,True,28
2070,1,2,9,2,9,1391,1,3,2,4,1,1,1,27,1,2,1,3,0,1,0,True,28
6986,1,3,12,2,3,1297,1,3,3,4,1,4,1,23,3,1,1,3,0,1,0,True,28
6404,0,2,48,0,9,3844,2,4,4,3,1,4,4,34,3,3,1,2,1,0,0,True,28
5347,0,2,18,4,3,1245,1,3,4,4,1,2,3,33,3,2,1,3,0,0,0,True,28
2216,0,2,15,0,0,1778,1,2,2,2,1,1,1,26,3,1,2,1,0,0,0,True,28
3285,1,4,21,2,3,3160,5,5,4,3,1,3,2,41,3,2,1,3,0,0,0,True,28
911,1,3,15,2,6,392,1,2,4,2,1,4,2,23,3,1,1,3,0,0,0,True,28
8040,1,4,48,4,9,7629,5,5,4,1,1,2,3,46,1,2,2,4,1,0,0,True,28
5971,1,4,7,3,3,846,5,5,3,3,1,4,4,36,3,3,1,3,0,0,0,True,28
3409,1,2,48,3,10,7582,2,1,2,3,1,4,4,31,3,2,1,4,0,0,0,True,28
8377,1,2,12,4,0,1995,2,2,4,3,1,1,3,27,3,2,1,3,0,0,0,True,28
7659,1,3,10,2,0,3949,1,2,1,3,3,1,2,37,3,2,1,2,1,0,0,True,28
2940,0,4,18,4,0,1530,1,3,3,3,1,2,2,32,1,2,2,3,0,0,0,True,28
5680,1,1,12,2,2,1262,5,5,2,1,1,4,2,49,3,2,1,2,0,0,0,True,28
3216,1,4,10,4,2,2069,5,3,2,4,1,1,3,26,3,2,2,3,0,0,1,True,28
2177,1,2,18,4,2,3612,1,5,3,2,1,4,2,37,3,2,1,3,0,0,1,True,28
9504,1,4,60,3,3,15653,1,4,2,3,1,4,3,21,3,2,2,3,0,0,0,True,28
2144,1,4,24,2,2,929,5,4,4,3,1,2,3,31,2,2,1,3,0,0,0,True,28
394,1,1,42,2,2,7882,1,4,2,3,3,4,2,45,3,3,1,3,1,0,0,True,28
908,1,1,18,2,2,3650,1,2,1,2,1,4,3,22,3,1,1,3,0,0,0,True,28
9902,1,2,24,4,0,3878,2,2,4,1,1,2,3,37,3,2,1,3,0,0,0,True,28
5438,1,4,18,2,3,1473,1,2,3,4,1,4,1,39,3,2,1,3,0,0,0,True,28
2876,0,2,12,2,3,766,3,3,4,3,1,3,1,66,3,2,1,2,0,0,0,True,28
120,1,1,12,4,1,1409,1,5,4,3,1,3,1,54,3,2,1,3,0,0,0,True,28
1250,1,1,15,3,2,3643,1,5,1,2,1,4,2,27,3,2,2,2,0,0,0,True,28
9542,0,1,12,4,0,3499,1,3,3,2,2,2,1,29,3,2,2,3,0,0,0,True,28
2539,1,2,27,3,1,5965,1,5,1,3,1,2,3,30,3,2,2,4,0,0,0,True,28
7759,0,1,18,2,3,1345,1,3,4,4,1,3,1,26,3,2,1,3,0,0,0,True,28
2367,1,4,15,2,0,5324,3,5,1,2,1,4,4,35,3,3,1,3,0,0,0,True,28
5867,1,1,12,2,3,701,1,3,4,4,1,2,1,40,3,2,1,2,0,0,0,True,28
6706,1,4,24,3,9,2978,5,3,4,3,1,4,1,32,3,2,2,3,1,0,0,True,28
7620,0,1,24,2,2,3234,1,2,4,2,1,4,1,23,3,1,1,2,0,0,0,True,28
3554,0,3,9,0,3,1337,1,2,4,3,1,2,3,34,3,2,2,4,0,0,0,True,28
1681,0,2,18,4,0,884,1,5,4,3,1,4,3,36,3,2,1,3,1,0,0,True,28
7612,1,2,6,2,3,368,5,5,4,3,1,4,2,38,3,2,1,3,0,0,0,True,28
9988,1,1,6,2,2,428,1,5,2,2,1,1,2,49,1,2,1,3,0,0,0,True,28
3015,0,2,15,2,0,2631,2,3,2,2,1,4,3,28,3,1,2,3,0,0,0,True,28
2675,0,2,30,0,9,4280,2,3,4,2,1,4,3,26,3,1,2,2,0,0,0,True,28
2136,0,2,36,2,0,12389,5,3,1,3,1,4,4,37,1,3,1,3,0,0,0,True,28
5161,0,4,18,4,0,1530,1,3,3,3,1,2,2,32,1,2,2,3,0,0,0,True,28
577,0,2,18,2,2,1924,5,2,4,2,1,3,1,27,3,1,1,3,0,0,0,True,28
9749,1,2,18,2,9,2622,2,3,4,3,1,4,3,34,3,2,1,3,0,0,0,True,28
2809,0,2,9,2,3,1670,1,2,4,2,1,2,3,22,3,2,1,3,0,0,0,True,28
7468,1,4,12,0,2,2759,1,5,2,3,1,4,2,34,3,2,2,3,0,0,0,True,28
5555,1,1,15,4,2,975,1,3,2,1,1,3,2,25,3,2,2,3,0,0,0,True,28
5613,1,4,12,2,6,1393,1,5,4,3,1,4,2,47,1,2,3,3,1,0,0,True,28
2857,1,2,12,2,3,1158,3,3,3,1,1,1,3,26,3,2,1,3,0,0,0,True,28
463,0,1,48,0,2,7119,1,3,3,3,1,4,4,53,3,3,2,3,1,0,0,True,28
5321,1,4,30,4,3,2831,1,3,4,2,1,2,3,33,3,2,1,3,0,0,0,True,28
4311,0,1,18,2,2,1131,1,1,4,2,1,2,3,33,3,2,1,3,0,0,0,True,28
9108,1,2,15,2,5,1308,1,5,4,3,1,4,3,38,3,2,2,2,0,0,0,True,28
9662,1,4,12,2,1,1413,4,4,3,3,1,2,2,55,3,2,1,3,0,0,1,True,28
8783,1,4,24,4,9,4139,2,3,3,3,1,3,2,27,3,2,2,2,0,0,0,True,28
6787,1,4,24,2,0,1474,2,2,4,4,1,3,1,33,3,2,1,3,0,0,0,True,28
7387,1,3,9,2,3,1126,2,5,2,1,1,4,1,49,3,2,1,3,0,0,0,True,28
1235,1,2,18,2,3,866,1,3,4,4,3,2,1,25,3,2,1,2,0,0,0,True,28
8728,0,2,18,4,0,884,1,5,4,3,1,4,3,36,3,2,1,3,1,0,0,True,28
321,1,2,9,4,3,1154,1,5,2,3,1,4,1,37,3,2,3,2,0,0,0,True,28
8670,1,4,36,2,3,2299,3,5,4,3,1,4,3,39,3,2,1,3,0,0,0,True,28
9140,0,1,12,4,0,4843,1,5,3,3,2,4,2,43,3,1,2,3,0,0,0,True,28
7746,1,3,10,2,2,1275,1,2,4,2,1,2,2,23,3,2,1,3,0,0,0,True,28
5466,1,2,27,3,1,5965,1,5,1,3,1,2,3,30,3,2,2,4,0,0,0,True,28
4491,1,4,12,1,8,3447,3,3,4,2,1,3,1,35,3,2,1,2,1,0,0,True,28
2771,1,4,9,4,2,2406,1,1,2,3,1,3,3,31,3,2,1,4,0,0,0,True,28
3309,1,2,9,2,0,1549,5,2,4,3,1,2,1,35,3,2,1,1,0,0,0,True,28
5708,0,1,30,2,2,2406,1,4,4,2,1,4,1,23,3,1,1,3,0,0,0,True,28
69,1,1,24,2,2,7721,5,2,1,2,1,2,2,30,3,2,1,3,0,0,1,True,28
6281,1,2,42,4,9,5954,1,4,2,2,1,1,1,41,1,2,2,2,0,0,0,True,28
3749,1,1,18,4,3,1880,1,4,4,4,1,1,2,32,3,2,2,4,0,0,0,True,28
7550,1,4,6,4,3,700,5,5,4,3,1,4,4,36,3,3,2,3,0,0,0,True,28
8445,1,2,6,2,3,590,1,2,3,4,1,3,1,26,3,2,1,2,0,0,1,True,28
1414,1,4,21,2,0,2782,3,4,1,2,1,2,3,31,1,2,1,4,0,0,0,True,28
4642,1,2,12,2,3,1103,1,4,4,3,3,3,1,29,3,2,2,3,0,0,0,True,28
1731,1,2,8,2,3,760,1,4,4,2,3,2,1,44,3,2,1,2,0,0,0,True,28
4410,1,3,6,3,3,683,1,2,2,2,1,1,2,29,1,2,1,3,0,0,0,True,28
7212,0,2,12,2,3,1331,1,2,2,3,1,1,3,22,3,2,1,3,0,0,0,True,28
6553,1,4,7,4,3,730,5,5,4,3,1,2,2,46,3,1,2,2,0,0,0,True,28
4555,0,1,18,0,2,3114,1,2,1,2,1,4,2,26,3,1,1,3,0,0,0,True,28
4154,1,4,9,2,0,3577,2,3,1,3,3,2,1,26,3,1,1,3,1,0,1,True,28
6802,0,1,12,2,0,1228,1,3,4,2,1,2,1,24,3,2,1,2,0,0,0,True,28
1270,1,4,24,4,2,3777,4,3,4,3,1,4,1,40,3,2,1,3,0,0,0,True,28
720,0,1,24,1,2,3552,1,4,3,3,1,4,3,27,1,2,1,3,0,0,0,True,28
8629,1,4,9,4,0,2134,1,3,4,3,1,4,3,48,3,2,3,3,0,0,0,True,28
1860,1,3,12,1,3,409,4,3,3,2,1,3,1,42,3,1,2,3,0,0,0,True,28
2060,0,2,27,4,3,2520,3,3,4,3,1,2,2,23,3,2,2,2,0,0,0,True,28
80,1,2,24,2,2,4351,5,3,1,2,1,4,2,48,3,2,1,2,0,0,0,True,28
7486,1,1,12,2,0,1168,1,3,4,4,1,3,1,27,3,2,1,2,0,0,0,True,28
792,1,4,12,2,2,1574,1,3,4,3,1,2,1,50,3,2,1,3,0,0,0,True,28
2088,0,1,12,2,1,3386,1,5,3,3,1,4,4,35,3,3,1,3,0,0,0,True,28
2054,0,1,12,2,8,902,1,4,4,4,1,4,2,21,3,1,1,3,0,0,0,True,28
3472,0,2,15,2,3,802,1,5,4,3,1,3,3,37,3,2,1,3,1,0,0,True,28
3148,1,4,60,2,0,10366,1,5,2,3,1,4,2,42,3,2,1,4,0,0,0,True,28
3421,1,1,21,2,2,3599,1,4,1,2,1,4,3,26,3,1,1,2,0,0,0,True,28
2431,0,1,12,0,0,1082,1,3,4,3,1,4,3,48,1,2,2,3,0,0,0,True,28
2189,1,3,12,2,3,3399,5,5,2,3,1,3,3,37,3,2,1,4,0,0,0,True,28
6257,0,2,36,0,9,1953,1,5,4,3,1,4,4,61,3,3,1,4,0,0,0,True,28
5026,0,1,30,2,5,11998,1,2,1,1,1,1,4,34,1,2,1,2,0,0,0,True,28
1403,1,2,26,2,1,7966,1,2,2,3,1,3,3,30,3,2,2,3,0,0,0,True,28
3039,0,2,30,0,9,4280,2,3,4,2,1,4,3,26,3,1,2,2,0,0,0,True,28
8379,0,1,24,2,3,1282,2,3,4,2,1,2,3,32,3,2,1,2,0,0,0,True,28
5712,0,1,18,2,3,3190,1,3,2,2,1,2,1,24,3,2,1,3,0,0,0,True,28
2733,0,4,36,2,2,3349,1,3,4,2,1,2,3,28,3,2,1,4,0,0,0,True,28
2715,0,4,18,3,9,2169,1,3,4,4,1,2,3,28,3,2,1,3,0,0,0,True,28
7115,1,4,60,2,0,6527,5,3,4,3,1,4,4,34,3,3,1,3,1,0,0,True,28
1565,1,1,6,4,3,338,3,5,4,3,1,4,3,52,3,2,2,3,0,0,0,True,28
4352,1,4,9,2,0,2507,3,5,2,3,1,4,4,51,3,3,1,2,0,0,0,True,28
591,0,1,36,3,9,2145,1,4,2,3,1,1,3,24,3,2,2,3,0,0,0,True,28
9574,0,2,12,2,0,836,2,2,4,2,1,2,2,23,1,2,1,2,0,0,0,True,28
2923,1,1,30,2,1,3857,1,3,4,1,1,4,2,40,3,2,1,4,0,0,0,True,28
8215,1,4,9,2,2,2301,2,2,2,2,1,4,2,22,3,1,1,3,0,0,0,True,28
367,0,1,12,2,6,684,1,3,4,3,1,4,3,40,3,1,1,2,1,0,0,True,28
4116,1,1,24,2,2,3149,1,2,4,3,1,1,4,22,1,3,1,3,0,0,0,True,28
7325,0,2,60,2,0,7408,2,2,4,2,1,2,2,24,3,2,1,4,0,0,0,True,28
876,0,1,18,2,3,2600,1,3,4,3,1,4,4,65,3,3,2,3,0,0,0,True,28
475,1,4,12,2,3,2279,5,3,4,3,1,4,4,37,3,3,1,3,0,0,0,True,28
305,0,1,42,2,3,3965,1,2,4,3,1,3,3,34,3,2,1,3,0,0,0,True,28
9186,0,1,24,2,0,915,5,5,4,2,1,2,3,29,1,2,1,3,0,0,0,True,28
987,1,4,12,2,3,2171,1,2,2,2,1,2,3,29,1,2,1,3,0,0,0,True,28
6695,1,4,42,4,2,4041,3,3,4,3,1,4,1,36,3,2,2,3,0,0,0,True,28
9132,1,4,60,3,3,15653,1,4,2,3,1,4,3,21,3,2,2,3,0,0,0,True,28
3706,0,4,36,3,9,7980,5,2,4,3,1,4,3,27,3,1,2,3,0,0,0,True,28
3094,0,2,48,2,3,10961,4,4,1,3,2,2,4,27,1,2,2,3,0,0,0,True,28
8923,1,1,18,2,3,1936,5,4,2,4,1,4,3,23,3,1,2,2,0,0,0,True,28
7753,1,4,6,2,2,2978,3,3,1,3,1,2,3,32,3,2,1,3,0,0,0,True,28
229,1,4,12,2,3,3059,4,4,2,1,1,4,1,61,3,2,1,2,0,0,0,True,28
267,1,4,48,4,1,8858,5,4,2,3,1,1,4,35,3,3,2,3,0,0,0,True,28
7774,1,3,24,4,3,3148,5,3,3,3,1,2,3,31,3,2,2,3,0,0,0,True,28
1918,0,1,18,1,0,1442,1,4,4,3,1,4,4,32,1,3,2,2,1,0,0,True,28
2316,1,3,24,2,2,2892,1,5,3,1,1,4,4,51,3,3,1,3,0,0,0,True,28
4139,0,2,18,4,2,1928,1,2,2,3,1,2,1,31,3,2,2,2,0,0,0,True,28
9681,0,3,9,0,3,1337,1,2,4,3,1,2,3,34,3,2,2,4,0,0,0,True,28
3196,1,1,9,4,0,2799,1,3,2,3,1,2,1,36,3,1,2,3,1,0,0,True,28
828,1,2,48,2,10,5381,5,1,3,3,1,4,4,40,1,3,1,1,0,0,0,True,28
8971,1,2,18,2,6,1239,5,3,4,3,1,4,4,61,3,3,1,3,0,0,0,True,28
5028,1,4,24,2,1,6313,5,5,3,3,1,4,3,41,3,2,1,4,1,0,0,True,28
3005,1,3,6,4,6,1047,1,3,2,2,1,4,2,50,3,2,1,2,0,0,0,True,28
9909,1,1,24,2,1,6579,1,1,4,3,1,2,4,29,3,3,1,4,0,0,0,True,28
2459,1,3,24,2,3,1377,2,5,4,2,1,2,4,47,3,3,1,3,0,0,0,True,28
1788,1,2,18,2,1,2779,1,3,1,4,1,3,3,21,3,1,1,3,0,0,0,True,28
8643,1,1,24,4,1,2957,1,5,4,3,1,4,2,63,3,2,2,3,0,0,0,True,28
6794,1,4,48,4,9,7629,5,5,4,1,1,2,3,46,1,2,2,4,1,0,0,True,28
2003,1,1,9,2,3,1364,1,4,3,3,1,4,1,59,3,2,1,3,0,0,0,True,28
8098,1,2,48,0,9,12204,5,3,2,3,1,2,3,48,1,2,1,4,0,0,0,True,28
8676,1,1,48,2,6,7476,1,4,4,3,1,1,4,50,3,3,1,4,0,0,0,True,28
1649,1,3,12,2,3,1881,1,3,2,2,1,2,3,44,3,1,1,2,0,0,0,True,28
5703,1,2,36,2,1,6948,1,3,2,3,1,2,3,35,3,1,1,4,0,0,0,True,28
4334,1,4,33,3,9,2764,1,3,2,2,1,2,3,26,3,2,2,3,0,0,0,True,28
7010,1,4,9,2,2,1313,1,5,1,3,1,4,3,20,3,2,1,3,0,0,0,True,28
9523,0,1,24,3,3,1024,1,2,4,4,1,4,1,48,2,2,1,3,0,0,0,True,28
6936,1,4,24,4,2,5150,1,5,4,3,1,4,3,33,3,2,1,3,0,0,0,True,28
9129,1,1,24,2,1,2812,5,5,2,2,1,4,1,26,3,1,1,3,0,0,0,True,28
5508,1,4,15,2,3,1979,5,5,4,3,1,2,3,35,3,2,1,3,0,0,0,True,28
7778,1,1,12,4,1,1526,1,5,4,3,1,4,4,66,3,3,2,4,0,0,0,True,28
9199,1,4,12,2,3,2279,5,3,4,3,1,4,4,37,3,3,1,3,0,0,0,True,28
9763,1,4,12,2,1,1413,4,4,3,3,1,2,2,55,3,2,1,3,0,0,1,True,28
6032,1,4,24,2,1,6313,5,5,3,3,1,4,3,41,3,2,1,4,1,0,0,True,28
7534,1,1,47,2,0,10722,1,2,1,2,1,1,1,35,3,2,1,2,0,0,0,True,28
4214,1,4,11,2,9,2142,4,5,1,1,1,2,1,28,3,2,1,3,0,0,0,True,28
2127,0,1,28,2,0,4006,1,3,3,3,1,2,3,45,3,2,1,2,0,0,0,True,28
5238,1,2,30,2,3,1715,5,3,4,2,1,1,3,26,3,2,1,3,0,0,0,True,28
4270,1,4,24,2,1,2679,1,2,4,2,1,1,4,29,3,2,1,4,0,0,0,True,28
4107,1,4,15,2,3,1979,5,5,4,3,1,2,3,35,3,2,1,3,0,0,0,True,28
719,1,2,36,4,1,5800,1,3,3,3,1,4,3,34,3,2,2,3,0,0,0,True,28
3542,1,4,15,4,0,5045,5,5,1,2,1,4,3,59,3,2,1,3,0,0,0,True,28
5714,1,3,12,1,3,409,4,3,3,2,1,3,1,42,3,1,2,3,0,0,0,True,28
7069,0,3,18,2,2,2864,1,3,2,3,1,1,1,34,3,2,1,2,1,0,0,True,28
3950,1,2,9,2,3,458,1,3,4,3,1,3,1,24,3,2,1,3,0,0,0,True,28
4592,0,1,24,2,0,1285,5,4,4,2,1,4,4,32,3,1,1,3,0,0,0,True,28
3353,1,4,21,2,9,1572,4,5,4,2,1,4,1,36,1,2,1,2,0,0,0,True,28
4806,1,4,18,2,3,1126,5,2,4,2,1,2,1,21,3,1,1,3,0,0,0,True,28
9347,0,1,18,2,0,976,1,2,1,2,1,2,3,23,3,2,1,2,0,0,0,True,28
6632,1,4,15,4,3,1829,1,5,4,3,1,4,3,46,3,2,2,3,0,0,0,True,28
6658,1,2,6,2,3,1068,1,5,4,3,1,4,3,28,3,2,1,3,1,0,0,True,28
4014,1,4,36,4,9,6304,5,5,4,3,1,4,1,36,3,2,2,3,0,0,0,True,28
2373,1,4,36,2,3,2299,3,5,4,3,1,4,3,39,3,2,1,3,0,0,0,True,28
9382,1,2,9,4,2,1919,1,4,4,3,1,3,3,35,3,1,1,3,0,0,0,True,28
1571,1,4,12,4,3,522,3,5,4,3,1,4,2,42,3,2,2,3,1,0,0,True,28
2619,1,4,15,2,0,3186,4,4,2,2,1,3,3,20,3,1,1,3,0,0,0,True,28
2463,1,1,24,2,2,3149,1,2,4,3,1,1,4,22,1,3,1,3,0,0,0,True,28
892,0,4,27,2,0,2570,1,3,3,2,1,3,1,21,3,1,1,3,0,0,0,True,28
5280,1,4,4,4,0,3380,1,4,1,2,1,1,1,37,3,2,1,3,1,0,0,True,28
6629,0,1,6,1,6,1198,1,5,4,2,1,4,4,35,3,3,1,3,0,0,0,True,28
2219,0,1,18,2,3,1345,1,3,4,4,1,3,1,26,3,2,1,3,0,0,0,True,28
3604,1,4,15,2,4,874,5,2,4,2,1,1,1,24,3,2,1,3,0,0,0,True,28
1225,0,2,48,2,3,10961,4,4,1,3,2,2,4,27,1,2,2,3,0,0,0,True,28
8741,0,4,18,0,9,4165,1,3,2,3,1,2,3,36,2,2,2,3,1,0,0,True,28
906,1,4,12,4,2,1592,4,4,3,2,1,2,2,35,3,2,1,3,0,0,0,True,28
1096,1,2,20,0,1,6148,2,5,3,4,1,4,3,31,1,2,2,3,0,0,0,True,28
4496,1,4,15,1,3,1569,2,5,4,3,1,4,3,34,1,2,1,2,1,0,0,True,28
5993,1,2,10,2,2,1521,1,3,4,1,1,2,3,31,3,2,1,2,0,0,0,True,28
5606,0,2,12,2,0,1223,1,5,1,1,1,1,1,46,3,1,2,3,0,0,0,True,28
1620,0,1,24,1,2,3552,1,4,3,3,1,4,3,27,1,2,1,3,0,0,0,True,28
8750,0,4,24,2,3,3621,2,5,2,3,1,4,3,31,3,2,2,3,0,0,0,True,28
6125,1,2,24,2,3,5084,5,5,2,2,1,4,3,42,3,2,1,3,0,0,0,True,28
8,1,2,36,2,6,2273,1,4,3,3,1,1,3,32,3,2,2,3,1,0,0,True,28
1141,1,1,6,4,0,4716,5,2,1,3,1,3,1,44,3,2,2,2,1,0,0,True,28
2409,0,1,21,3,6,3414,1,2,2,3,1,1,2,26,2,2,2,3,0,0,0,True,28
6384,1,3,24,2,2,3749,1,2,2,2,1,4,3,26,3,2,1,3,0,0,0,True,28
2319,1,4,36,4,3,3342,5,5,4,3,1,2,3,51,3,2,1,3,0,0,0,True,28
1635,1,1,18,2,0,4380,2,3,3,3,1,4,3,35,3,2,1,2,1,0,0,True,28
8626,1,1,24,2,2,4169,1,3,4,3,1,4,2,28,3,2,1,3,0,0,0,True,28
5808,1,2,18,2,9,1941,4,3,4,3,1,2,2,35,3,2,1,2,0,0,0,True,28
9298,1,4,24,2,3,999,5,5,4,3,1,2,3,25,3,2,2,3,0,0,0,True,28
4670,1,1,12,2,2,1620,1,3,2,2,2,3,2,30,3,2,1,3,0,0,0,True,28
9617,1,1,6,4,0,4716,5,2,1,3,1,3,1,44,3,2,2,2,1,0,0,True,28
9250,1,4,15,4,3,1829,1,5,4,3,1,4,3,46,3,2,2,3,0,0,0,True,28
7203,1,4,18,4,2,1817,1,3,4,2,1,2,4,28,3,2,2,3,0,0,0,True,28
2416,1,3,10,2,2,1275,1,2,4,2,1,2,2,23,3,2,1,3,0,0,0,True,28
3419,0,4,36,2,2,10974,1,1,4,2,1,2,3,26,3,2,2,4,0,0,0,True,28
9470,0,1,45,0,9,11816,1,5,2,3,1,4,3,29,3,1,2,3,0,0,0,True,28
7563,0,2,36,2,5,2384,1,2,4,3,1,1,4,33,3,1,1,2,0,0,0,True,28
8458,0,2,24,4,3,1216,2,2,4,3,1,4,4,38,1,2,2,3,1,0,0,True,28
4282,1,3,24,4,2,3617,5,5,4,3,2,4,4,20,3,1,2,3,0,0,0,True,28
33,1,1,12,4,3,385,1,4,4,2,1,3,1,58,3,2,4,2,0,0,0,True,28
1253,1,2,12,4,0,2366,3,4,3,1,1,3,3,36,3,2,1,4,0,0,0,True,28
6625,1,2,18,4,2,6361,1,5,2,3,1,1,4,41,3,2,1,3,0,0,0,True,28
244,0,1,18,4,2,2124,1,3,4,2,1,4,1,24,3,1,2,3,0,0,0,True,28
3031,1,2,36,2,6,2273,1,4,3,3,1,1,3,32,3,2,2,3,1,0,0,True,28
686,1,4,60,2,0,10366,1,5,2,3,1,4,2,42,3,2,1,4,0,0,0,True,28
5110,1,4,12,4,2,1935,1,5,4,3,1,4,1,43,3,2,3,3,0,0,0,True,28
6008,0,4,12,2,2,1123,3,3,4,2,1,4,3,29,3,1,1,2,0,0,0,True,28
8453,1,4,12,2,0,3527,5,2,2,3,1,3,2,45,3,2,1,4,1,0,0,True,28
9432,1,4,15,4,3,1360,1,3,4,3,1,2,2,31,3,2,2,3,0,0,0,True,28
7857,1,1,14,2,0,3973,1,1,1,3,1,4,4,22,3,3,1,3,0,0,0,True,28
3490,1,2,24,2,2,3069,2,5,4,3,1,4,4,30,3,3,1,3,0,0,0,True,28
7623,1,1,24,2,1,6579,1,1,4,3,1,2,4,29,3,3,1,4,0,0,0,True,28
8389,1,4,15,2,0,3556,5,3,3,3,1,2,4,29,3,2,1,3,0,0,0,True,28
6020,1,2,36,3,9,9857,2,4,1,3,1,3,2,31,3,2,2,2,1,0,0,True,28
2262,1,4,7,3,3,846,5,5,3,3,1,4,4,36,3,3,1,3,0,0,0,True,28
1740,0,2,18,2,0,1042,5,3,4,2,1,2,2,33,3,2,1,3,0,0,0,True,28
